title,opponent,abbreviation,sport,date,year,location,stadium,latitude,longitude,score,notes,identifier,original collection,digital collection,publisher,rights,rightsstatement,format-original,format,display_template,type,duration,filename,id number,disc number,youtubeid,object_location,image_small,image_thumb,cdm_url,objectid
"University of Idaho vs. Washington State University (Basketball), 01/18/1978",Washington State University,WSU-bb,Basketball,1978-01-18,1978,"Moscow, ID",Memorial Gymnasium,46.726389,-117.01375,67 - 69 (L),,UG64-WSU-bb1978-1_157,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:33:24,UG64-WSU-bb1978-1_157.avi,1_157,157,U9O-ENEd7Aw,https://youtu.be/U9O-ENEd7Aw,https://img.youtube.com/vi/U9O-ENEd7Aw/sddefault.jpg,https://img.youtube.com/vi/U9O-ENEd7Aw/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/38,vandalvideo38
"University of Idaho vs. Washington State University (Basketball), 01/27/1968",Washington State University,WSU-bb,Basketball,1968-01-27,1968,"Pullman, WA",Bohler Gymnasium,46.732783,-117.162173,62 - 87 (L),,UG64-WSU-bb1968-1_143b,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:11:11,UG64-WSU-bb1968-1_143b.avi,1_143b,143,EeGTUcbblPM,https://youtu.be/EeGTUcbblPM,https://img.youtube.com/vi/EeGTUcbblPM/sddefault.jpg,https://img.youtube.com/vi/EeGTUcbblPM/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/39,vandalvideo39
"University of Idaho vs. Washington State University (Football), 11/15/1975",Washington State University,WSU,Football,1975-11-15,1975,"Pullman, WA",Martin Stadium,46.731806,-117.160444,27 - 84 (L),,UG64-WSU1975-1_152,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:37:38,UG64-WSU1975-1_152.avi,1_152,152,G4zEGuR4O_U,https://youtu.be/G4zEGuR4O_U,https://img.youtube.com/vi/G4zEGuR4O_U/sddefault.jpg,https://img.youtube.com/vi/G4zEGuR4O_U/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/40,vandalvideo40
"University of Idaho vs. Washington State University (Football), 11/12/1977",Washington State University,WSU,Football,1977-11-12,1977,"Pullman, WA",Martin Stadium,46.731806,-117.160444,17 - 45 (L),,UG64-WSU1977-1_156,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:21:05,UG64-WSU1977-1_156.avi,1_156,156,l2EzzNwhXck,https://youtu.be/l2EzzNwhXck,https://img.youtube.com/vi/l2EzzNwhXck/sddefault.jpg,https://img.youtube.com/vi/l2EzzNwhXck/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/41,vandalvideo41
"University of Idaho vs. Washington State University (Football), 11/15/1975",Washington State University,WSU,Football,1975-11-15,1975,"Pullman, WA",Martin Stadium,46.731806,-117.160444,27 - 84 (L),,UG64-WSU1975-1_151,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:37:38,UG64-WSU1975-1_151.avi,1_151,151,SpLjq6ap-Hk,https://youtu.be/SpLjq6ap-Hk,https://img.youtube.com/vi/SpLjq6ap-Hk/sddefault.jpg,https://img.youtube.com/vi/SpLjq6ap-Hk/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/42,vandalvideo42
"University of Idaho vs. Washington State University (Football), 10/02/1976",Washington State University,WSU,Football,1976-10-02,1976,"Pullman, WA",Martin Stadium,46.731806,-117.160444,6 - 45 (L),,UG64-WSU1976-1_154,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:32:49,UG64-WSU1976-1_154.avi,1_154,154,__hpup-KzLQ,https://youtu.be/__hpup-KzLQ,https://img.youtube.com/vi/__hpup-KzLQ/sddefault.jpg,https://img.youtube.com/vi/__hpup-KzLQ/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/43,vandalvideo43
"University of Idaho vs. Washington State University (Football), 10/07/1972",Washington State University,WSU,Football,1972-10-07,1972,"Pullman, WA",Martin Stadium,46.731806,-117.160444,14 - 35 (L),,UG64-WSU1972-1_148,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:39:48,UG64-WSU1972-1_148.avi,1_148,148,GOPxVSl6rcE,https://youtu.be/GOPxVSl6rcE,https://img.youtube.com/vi/GOPxVSl6rcE/sddefault.jpg,https://img.youtube.com/vi/GOPxVSl6rcE/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/44,vandalvideo44
"University of Idaho vs. Boise State University (Football), 10/11/1975",Boise State University,"Boise, IDSt",Football,1975-10-11,1975,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,31 - 31 (L),,"UG64-Boise, IDSt1975-1_6",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:37:40,"UG64-Boise, IDSt1975-1_6.avi",1_6,6,97QczYjd2IE,https://youtu.be/97QczYjd2IE,https://img.youtube.com/vi/97QczYjd2IE/sddefault.jpg,https://img.youtube.com/vi/97QczYjd2IE/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/45,vandalvideo45
"University of Idaho vs. Washington State University (Basketball), 12/11/1970",Washington State University,WSU,Basketball,1970-12-11,1970,"Moscow, ID",Memorial Gymnasium,46.726389,-117.01375,67 - 74 (L),,UG64-WSU1970-1_145,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:57:26,UG64-WSU1970-1_145.avi,1_145,145,joL9cwRIVTk,https://youtu.be/joL9cwRIVTk,https://img.youtube.com/vi/joL9cwRIVTk/sddefault.jpg,https://img.youtube.com/vi/joL9cwRIVTk/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/46,vandalvideo46
"University of Idaho vs. Washington State University (Football), 09/29/1973",Washington State University,WSU,Football,1973-09-23,1973,"Pullman, WA",Martin Stadium,46.731806,-117.160444,24 - 51 (L),,UG64-WSU1973-1_149,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,2:14:48,UG64-WSU1973-1_149.avi,1_149,149,f8rCEuvpkiQ,https://youtu.be/f8rCEuvpkiQ,https://img.youtube.com/vi/f8rCEuvpkiQ/sddefault.jpg,https://img.youtube.com/vi/f8rCEuvpkiQ/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/47,vandalvideo47
"University of Idaho vs. Washington State University (Basketball), 01/03/1977",Washington State University,WSU-bb,Basketball,1977-01-03,1977,"Spokane, WA","Spokane, WA Coliseum",47.66642,-117.421562,66 - 80 (L),,UG64-WSU-bb1977-1_155,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,1:11:29,UG64-WSU-bb1977-1_155.avi,1_155,155,q7FzxhqyHtY,https://youtu.be/q7FzxhqyHtY,https://img.youtube.com/vi/q7FzxhqyHtY/sddefault.jpg,https://img.youtube.com/vi/q7FzxhqyHtY/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/48,vandalvideo48
"University of Idaho vs. Washington State University (Football), 09/21/1968",Washington State University,WSU,Football,1968-09-21,1968,"Spokane, WA",Joe Albi Stadium,47.705278,-117.482778,7 - 14 (L),,UG64-WSU1968-1_142,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:22:20,UG64-WSU1968-1_142.avi,1_142,142,jP6Aje_bMAo,https://youtu.be/jP6Aje_bMAo,https://img.youtube.com/vi/jP6Aje_bMAo/sddefault.jpg,https://img.youtube.com/vi/jP6Aje_bMAo/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/49,vandalvideo49
"University of Idaho vs. Washington State University (Football), 11/15/1975",Washington State University,WSU,Football,1975-11-15,1975,"Pullman, WA",Martin Stadium,46.731806,-117.160444,27 - 84 (L),,UG64-WSU1975-1_153,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,1:30:15,UG64-WSU1975-1_153.avi,1_153,153,R3p_EL66m2I,https://youtu.be/R3p_EL66m2I,https://img.youtube.com/vi/R3p_EL66m2I/sddefault.jpg,https://img.youtube.com/vi/R3p_EL66m2I/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/50,vandalvideo50
"University of Idaho vs. University of Washington (Football), 09/22/1956",University of Washington,UWash,Football,1956-09-22,1956,"Seattle, WA",Husky Stadium,47.650278,-122.301667,21 - 53 (L),,UG64-UWash1956-1_112,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:50:06,UG64-UWash1956-1_112.avi,1_112,112,Uf59zppbRIo,https://youtu.be/Uf59zppbRIo,https://img.youtube.com/vi/Uf59zppbRIo/sddefault.jpg,https://img.youtube.com/vi/Uf59zppbRIo/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/51,vandalvideo51
"University of Idaho vs. Washington State University (Football), 09/11/1982",Washington State University,WSU,Football,1982-09-11,1982,"Spokane, WA",Joe Albi Stadium,47.705278,-117.482778,14 - 34 (L),,UG64-WSU1982-1_158,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:36:07,UG64-WSU1982-1_158.avi,1_158,158,Nk-DI-FvW2o,https://youtu.be/Nk-DI-FvW2o,https://img.youtube.com/vi/Nk-DI-FvW2o/sddefault.jpg,https://img.youtube.com/vi/Nk-DI-FvW2o/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/52,vandalvideo52
"University of Idaho vs. Washington State University (Football), 09/02/1989",Washington State University,WSU,Football,1989-09-02,1989,"Pullman, WA",Martin Stadium,46.731806,-117.160444,7 - 41 (L),,UG64-WSU1989-1_159,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,2:29:05,UG64-WSU1989-1_159.avi,1_159,159,hr5jRSgT35c,https://youtu.be/hr5jRSgT35c,https://img.youtube.com/vi/hr5jRSgT35c/sddefault.jpg,https://img.youtube.com/vi/hr5jRSgT35c/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/53,vandalvideo53
"University of Idaho vs. University of Texas-El Paso (Football), 09/08/1973",University of Texas-El Paso,UTexElPaso,Football,1973-09-08,1973,"Moscow, ID",Idaho Stadium,46.726113,-117.015671,62 - 14 (W),,UG64-UTexElPaso1973-1_106,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,1:33:20,UG64-UTexElPaso1973-1_106.avi,1_106,106,27Bz9Q08sHQ,https://youtu.be/27Bz9Q08sHQ,https://img.youtube.com/vi/27Bz9Q08sHQ/sddefault.jpg,https://img.youtube.com/vi/27Bz9Q08sHQ/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/54,vandalvideo54
"University of Idaho vs. University of Texas-El Paso (Football), 09/08/1973",University of Texas-El Paso,UTexElPaso,Football,1973-09-08,1973,"Moscow, ID",Idaho Stadium,46.726113,-117.015671,62 - 14 (W),,UG64-UTexElPaso1973-1_107,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:37:09,UG64-UTexElPaso1973-1_107.avi,1_107,107,YbP3rjZHggI,https://youtu.be/YbP3rjZHggI,https://img.youtube.com/vi/YbP3rjZHggI/sddefault.jpg,https://img.youtube.com/vi/YbP3rjZHggI/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/55,vandalvideo55
"University of Idaho vs. Boise State University (Football), 09/11/1971",Boise State University,"Boise, IDSt",Football,1971-09-11,1971,"Boise, ID",Bronco Stadium,43.602798,-116.195833,14 - 42 (L),,"UG64-Boise, IDSt1971-1_3",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,2:07:12,"UG64-Boise, IDSt1971-1_3.avi",1_3,3,8ceUofOkYN0,https://youtu.be/8ceUofOkYN0,https://img.youtube.com/vi/8ceUofOkYN0/sddefault.jpg,https://img.youtube.com/vi/8ceUofOkYN0/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/56,vandalvideo56
"University of Idaho vs. Washington State University (Football), 10/15/1949",Washington State University,WSU,Football,1949-10-15,1949,"Moscow, ID",Neale Stadium,46.726113,-117.015671,13 - 35 (L),,UG64-WSU1949-1_110,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,0:34:50,UG64-WSU1949-1_110.avi,1_110,110,DCLnOgnjq6Q,https://youtu.be/DCLnOgnjq6Q,https://img.youtube.com/vi/DCLnOgnjq6Q/sddefault.jpg,https://img.youtube.com/vi/DCLnOgnjq6Q/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/57,vandalvideo57
"University of Idaho vs. Western Michigan University (Football), 11/18/1972",Western Michigan University,WestMich,Football,1972-11-18,1972,"Kalamazoo, MI",Waldo Stadium,42.285833,-85.601111,16 - 27 (L),,UG64-WestMich1972-1_160,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/mp4,video,Image;MovingImage,1:35:09,UG64-WestMich1972-1_160.avi,1_160,160,hCsB0HHo1oM,https://youtu.be/hCsB0HHo1oM,https://img.youtube.com/vi/hCsB0HHo1oM/sddefault.jpg,https://img.youtube.com/vi/hCsB0HHo1oM/hqdefault.jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/58,vandalvideo58
