objectid,parentid,title,creator,description,date,date_is_approximate,source,findingaid,subject,category,coverage,language,digitization_specifications,date_digital,identifier,publisher,relation,collection,type,format,format_original,rights,rightsstatement,display_template,filename,object_location,image_small,image_thumb
spec_uihp61,,Commencement 1945 [1],,Commencement taking place inside the Gymnasium.,1945,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; gymnasiums; interior views; audiences,Graduation;,United States--Idaho--Latah County--Moscow,eng,370 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-43,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp61.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp61.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp61_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp61_th.jpg
spec_uihp62,,Commencement 1943 [2],"Dimond, Charlie",Commencement taking place inside the Gymnasium.,1943,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; gymnasiums; interior views; audiences,Graduation;,United States--Idaho--Latah County--Moscow,eng,270 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-40,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp62.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp62.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp62_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp62_th.jpg
spec_uihp63,,Commencement Procession [6],,Students walking down the street in an academic procession.,1945,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; processions,Graduation;,United States--Idaho--Latah County--Moscow,eng,370 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-44,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp63.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp63.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp63_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp63_th.jpg
spec_uihp64,,Commencement 1945 [2],,Commencement taking place inside the Gymnasium.,1945,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; gymnasiums; interior views; audiences,Graduation;,United States--Idaho--Latah County--Moscow,eng,370 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-45,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp64.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp64.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp64_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp64_th.jpg
spec_uihp65,,R. H. Wells [1],,R. H. Wells speaking at commencement.,1945,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; speakers (people),Graduation;,United States--Idaho--Latah County--Moscow,eng,370 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-47,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp65.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp65.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp65_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp65_th.jpg
spec_uihp66,,Commencement Dinner,,University dinner following commencement ceremony.,1922,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; dinner parties,Graduation;,United States--Idaho--Latah County--Moscow,eng,280 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-48,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,spec_uihp66.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp66.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp66_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp66_th.jpg
spec_uihp67,,Talbot Jennings [2],,Talbot Jennings receiving honorary degree.,1939,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; honoraria (awards),Graduation;,United States--Idaho--Latah County--Moscow,eng,300 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-13,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp67.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp67.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp67_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp67_th.jpg
spec_uihp68,,R. H. Wells [2],,R. H. Wells speaking at commencement.,1945,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; speakers (people),Graduation;,United States--Idaho--Latah County--Moscow,eng,370 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-46,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp68.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp68.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp68_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp68_th.jpg
spec_uihp69,,Commencement 1943 [3],,Commencement taking place inside the Gymnasium.,1943,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; gymnasiums; interior views; audiences,Graduation;,United States--Idaho--Latah County--Moscow,eng,200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-49,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp69.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp69.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp69_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp69_th.jpg
spec_uihp70,,William Perkins [1],,William Perkins receiving honorary degree.,1952,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; honoraria (awards),Graduation;,United States--Idaho--Latah County--Moscow,eng,200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-50,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp70.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp70.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp70_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp70_th.jpg
spec_uihp71,,William Perkins [2],,William Perkins receiving honorary degree.,1952,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; honoraria (awards),Graduation;,United States--Idaho--Latah County--Moscow,eng,250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-51,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp71.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp71.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp71_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp71_th.jpg
spec_uihp72,,W. Walter Williams,,"W. Walter Williams, Chairman of NECD, giving commencement address.",1949,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; speakers (people),Graduation;,United States--Idaho--Latah County--Moscow,eng,200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-52,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp72.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp72.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp72_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp72_th.jpg
spec_uihp73,,Edwin Palmer Hoyt,,"Edwin Palmer Hoyt, Editor and Publisher of the Denver Post, giving commencement address.",1950,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; speakers (people),Graduation;,United States--Idaho--Latah County--Moscow,eng,250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-53,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp73.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp73.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp73_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp73_th.jpg
spec_uihp74,,Rt. Rev. Frank A. Rhea,,"Rt. Rev. Frank A. Rhea, Bishop of Idaho giving Baccalaureate Sermon.",1950,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; speakers (people),Graduation;,United States--Idaho--Latah County--Moscow,eng,350 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-54,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp74.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp74.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp74_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp74_th.jpg
spec_uihp75,,Dr. Adam S. Bennion,,"Dr. Adam S. Bennion of Salt Lake City, Utah, speaking at commencement. He told University of Idaho graduates at that they live in the last great refuge of free men, and must meet two challenges - of Communism, of Socialism.",1949,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; speakers (people),Graduation;,United States--Idaho--Latah County--Moscow,eng,250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-55,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp75.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp75.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp75_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp75_th.jpg
spec_uihp76,,Stanly A. Easton,,"An honorary Doctor of Laws degree was awarded by the University of Idaho at commencement exercises to Stanly A. Easton (center, Kellogg), president of the Bunker Hill and Sullivan Mining and Concentrating company. He is shown with Dean A. W. Fahrenwald of the school of mines at the university and President J. E. Buchanan.",1950,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; honoraria (awards),Graduation;,United States--Idaho--Latah County--Moscow,eng,250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-56,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp76.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp76.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp76_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp76_th.jpg
spec_uihp77,,"Maude C. Houston, Louis Houston, and John Houston",,"Mrs. Maude Cosho Houston of Boise, a member of the board of regents of the University of Idaho, who saw two sons receive their degrees in the 1948 graduating class. Louis (left) received the bachelors of arts degree, while John received a bachelor of science. The Cosho boys missed by one year having their mother's signature on their diploma. Last year, as secretary of the board of regents, Mrs. Houston signed all of the university diplomas.",1948,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; college students; diplomas,Graduation;,United States--Idaho--Latah County--Moscow,eng,200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-57,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp77.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp77.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp77_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp77_th.jpg
spec_uihp78,,Commencement Procession [7],,View of an academic procession.,1939,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; processions,Graduation;,United States--Idaho--Latah County--Moscow,eng,270 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-14a,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp78.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp78.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp78_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp78_th.jpg
spec_uihp79,,Maude C. Houston and John Houston,,"Mrs. Maude Cosho Houston, member of Board of Regents, with son John who received a BS degree.",1948,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; college students,Graduation;,United States--Idaho--Latah County--Moscow,eng,250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-57a,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp79.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp79.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp79_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp79_th.jpg
spec_uihp80,,Grover D. Turnbow,,"Grover D. Turnbow, President of the International Dairy Association, as a University of Idaho agriculture graduate.",1949,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; college students,Graduation;,United States--Idaho--Latah County--Moscow,eng,200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-59,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp80.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp80.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp80_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp80_th.jpg
spec_uihp81,,Commencement 1951,,"Right to left: D. D. DuSault, Registrar, Dean Lattig, Urban Schmitt, Titus G. LeClair, William E. Lee, Mrs. John E. Hayes.",1951,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement,Graduation;,United States--Idaho--Latah County--Moscow,eng,200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-60,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp81.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp81.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp81_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp81_th.jpg
spec_uihp82,,Governor C. A. Robins,,Governor C. A. Robins addressing commencement audience.,1950,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement; speakers (people); governors (public officers),Graduation;,United States--Idaho--Latah County--Moscow,eng,250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-61,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp82.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp82.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp82_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp82_th.jpg
spec_uihp83,,"D. Roy Shoults, President J. E. Buchanan, and James B. Hays",,"D. Roy Shoults, President J. E. Buchanan, and James B. Hays pose for picture during commencement.",1953-06,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement,Graduation;,United States--Idaho--Latah County--Moscow,eng,200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-66,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,spec_uihp83.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp83.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp83_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp83_th.jpg
