objectid,title,volume,date,subjects,description,publisher,quote,sponsor,language,type,format,rights,rightsstatement,page_url,filename_old,archive_link,image_spine,highlight_images,filename,display_template,object_location,image_thumb,image_small
uidaho_gem_1930,Gem of the Mountains 1930,Volume 27,1930,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""You will laugh or you will cry, if you are human, and yet when the performace has come to a close how soon you forget it amid the actualities of real life. The sorrows of the tragedienne were superficial and the funny man who made you laugh was unreal, unnatural. But wasn't there benefit in it? Wasn't it really worth while? "" (pdf page 20)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1930/,1930/Gem1930.pdf,https://archive.org/details/uidaho_gem_1930,https://objects.lib.uidaho.edu/gem/spines/1930.jpg,gem-1930-highlight1.jpg;gem-1930-highlight2.jpg;gem-1930-highlight3.jpg;gem-1930-highlight4.jpg;gem-1930-highlight5.jpg,uidaho_gem_1930.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1930.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1930_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1930_sm.jpg
uidaho_gem_1931,Gem of the Mountains 1931,Volume 28,1931,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""As a fitting gesture duing ""Be Kind to Dumb Animals"" week, an altruistic and altogether kind college student, namely and to-wit: Paul T. Miller, did take care of, foster, father, and mother, a poor homeless white duck that had strayed from the fold."" (pdf page 375)",Malcolm Renfrew,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1931/,1931/gem1931.pdf,https://archive.org/details/uidaho_gem_1931,https://objects.lib.uidaho.edu/gem/spines/1931.jpg,gem-1931-highlight1.jpg;gem-1931-highlight2.jpg;gem-1931-highlight3.jpg;gem-1931-highlight4.jpg;gem-1931-highlight5.jpg,uidaho_gem_1931.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1931.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1931_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1931_sm.jpg
uidaho_gem_1932,Gem of the Mountains 1932,Volume 29,1932,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Older than the state itself ... young in that indomitable spirit of the last great wave of Western pioneering which witnessed its birth ... founded by far-seeing territorial legislators that future citizens of the great state they foresaw might attain their highest usefulness in private life and public service ... as in the old era, so in the present Idaho, opportunities await those who would seek them, and individual merit remains the lone measure of success..."" (pdf page 20)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1932/,1932/Gem1932.pdf,https://archive.org/details/uidaho_gem_1932,https://objects.lib.uidaho.edu/gem/spines/1932.jpg,gem-1932-highlight1.jpg;gem-1932-highlight2.jpg;gem-1932-highlight3.jpg;gem-1932-highlight4.jpg;gem-1932-highlight5.jpg,uidaho_gem_1932.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1932.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1932_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1932_sm.jpg
uidaho_gem_1933,Gem of the Mountains 1933,Volume 30,1933,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Highest honors in the judging of cheese and ice cream gave the Idaho Dairy Products Judging team first place in competition with four other schools. The team also won fourth in milk and butter judging."" (pdf page 134)",Jewell (Leighton) Holm,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1933/,1933/gem1933.pdf,https://archive.org/details/uidaho_gem_1933,https://objects.lib.uidaho.edu/gem/spines/1933.jpg,gem-1933-highlight1.jpg;gem-1933-highlight2.jpg;gem-1933-highlight3.jpg;gem-1933-highlight4.jpg;gem-1933-highlight5.jpg,uidaho_gem_1933.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1933.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1933_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1933_sm.jpg
uidaho_gem_1934,Gem of the Mountains 1934,Volume 32,1934,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""The spinster skip, sponsored by Mortar Board, took place at the Blue Bucket Inn. Smart new styles formally heralded spring; although a few unfortunate men, having failed to conceal their gala attire from the ones who did not rate invitations, had to appear wearing cords."" (pdf page 193)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1934/,1934/Gem1934.pdf,https://archive.org/details/uidaho_gem_1934,https://objects.lib.uidaho.edu/gem/spines/1934.jpg,gem-1934-highlight1.jpg;gem-1934-highlight2.jpg;gem-1934-highlight3.jpg;gem-1934-highlight4.jpg;gem-1934-highlight5.jpg,uidaho_gem_1934.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1934.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1934_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1934_sm.jpg
uidaho_gem_1935,Gem of the Mountains 1935,Volume 33,1935,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Lack of support on the part of the student body made the job of keeping up Idaho pep and spirit unusually hard for Yell King Paul Kerr and his dukes, Otto Power and ""Spike"" McKee. After earnest efforts on the parts of the yell leaders, a good share of the revered Idaho ""Fight"" spirit was revived."" (pdf page 107)",Carol (Campbell) Renfrew,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1935/,1935/Gem1935.pdf,https://archive.org/details/uidaho_gem_1935_20231219_2205,https://objects.lib.uidaho.edu/gem/spines/1935.jpg,gem-1935-highlight1.jpg;gem-1935-highlight2.jpg;gem-1935-highlight3.jpg;gem-1935-highlight4.jpg;gem-1935-highlight5.jpg,uidaho_gem_1935.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1935.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1935_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1935_sm.jpg
uidaho_gem_1936,Gem of the Mountains 1936,Volume 34,1936,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""To these we must credit the true Idaho spirit. Not only from the North, but from the directions of the four winds these fighting Idaho parents sent a class of Vandals to the University of Idaho four years ago ... Though oppressed and harrassed by economic misfortune, these parents have sacrificed for Idaho, and these seniors, to become the class of '36, stand as a living tribute to these Idahoans who have so steadfastly maintained their highest interest and support of higher education."" (pdf page 13)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1936/,1936/Gem1936.pdf,https://archive.org/details/uidaho_gem_1936,https://objects.lib.uidaho.edu/gem/spines/1936.jpg,gem-1936-highlight1.jpg;gem-1936-highlight2.jpg;gem-1936-highlight3.jpg;gem-1936-highlight4.jpg;gem-1936-highlight5.jpg,uidaho_gem_1936.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1936.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1936_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1936_sm.jpg
uidaho_gem_1937,Gem of the Mountains 1937,Volume 35,1937,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""The Freshman class of the past year has proved to be one of the most original Freshman classes in the history of the University of Idaho. The outstanding feature of Homecoming this year was the introduction of fireworks as a substitute for the traditional bonfire."" (pdf page 38)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1937/,1937/Gem1937.pdf,https://archive.org/details/uidaho_gem_1937,https://objects.lib.uidaho.edu/gem/spines/1937.jpg,gem-1937-highlight1.jpg;gem-1937-highlight2.jpg;gem-1937-highlight3.jpg;gem-1937-highlight4.jpg;gem-1937-highlight5.jpg,uidaho_gem_1937.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1937.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1937_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1937_sm.jpg
uidaho_gem_1938,Gem of the Mountains 1938,Volume 36,1938,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""A span of nearly twenty years and a trebling in size often spells profound changes in the spirit and character of an institution. Perhaps the most significant trait of the University of Idaho has been the abiding nature through the years of what we call the 'Idaho Spirit.' It is the spirit of kindliness and yet of candor, of faithfulness and yet of fun, of sentiment and yet of seriousness."" (pdf page 23)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1938/,1938/Gem1938.pdf,https://archive.org/details/uidaho_gem_1938,https://objects.lib.uidaho.edu/gem/spines/1938.jpg,gem-1938-highlight1.jpg;gem-1938-highlight2.jpg;gem-1938-highlight3.jpg;gem-1938-highlight4.jpg;gem-1938-highlight5.jpg,uidaho_gem_1938.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1938.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1938_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1938_sm.jpg
uidaho_gem_1939,Gem of the Mountains 1939,Volume 37,1939,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""The wit, humor, and pictures were entertaining to the last page, thought they played with libel every issue."" (pdf page 263)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1939/,1939/Gem1939.pdf,https://archive.org/details/uidaho_gem_1939,https://objects.lib.uidaho.edu/gem/spines/1939.jpg,gem-1939-highlight1.jpg;gem-1939-highlight2.jpg;gem-1939-highlight3.jpg;gem-1939-highlight4.jpg;gem-1939-highlight5.jpg,uidaho_gem_1939.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1939.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1939_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1939_sm.jpg
uidaho_gem_1940,Gem of the Mountains 1940,Volume 38,1940,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Come registration time the 'councillors,' bedecked in yellow ribbons for identification, steer the feminine greenies through the maze. ... Best business of the group is the loan fund established to aid girls who are hard pushed for cash."" (pdf page 265)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1940/,1940/Gem1940.pdf,https://archive.org/details/uidaho_gem_1940,https://objects.lib.uidaho.edu/gem/spines/1940.jpg,gem-1940-highlight1.jpg;gem-1940-highlight2.jpg;gem-1940-highlight3.jpg;gem-1940-highlight4.jpg;gem-1940-highlight5.jpg,uidaho_gem_1940.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1940.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1940_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1940_sm.jpg
uidaho_gem_1941,Gem of the Mountains 1941,Volume 39,1941,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Tau Mem Aleph, for the town men, tries to bring the isolated second-floor apartment tenants 'cross town into closer contact with the campus ... toughest obstacle: indifference."" (pdf page 201)",Clarence Meltesen,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1941/,1941/Gem1941.pdf,https://archive.org/details/uidaho_gem_1941,https://objects.lib.uidaho.edu/gem/spines/1941.jpg,gem-1941-highlight1.jpg;gem-1941-highlight2.jpg;gem-1941-highlight3.jpg;gem-1941-highlight4.jpg;gem-1941-highlight5.jpg,uidaho_gem_1941.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1941.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1941_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1941_sm.jpg
uidaho_gem_1942,Gem of the Mountains 1942,Volume 40,1942,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""But while men have teetered on the edge of the Selective Service Act and while women have worried about the men or the lack of them, the general pattern of college life has somehow gone on quite the same as ever. Music hall pianos still bang out across the campus as before, the warm spring sun still puts Idaho men to sleep in their classes, and the stink is always with Science Hall."" (pdf page 9)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1942/,1942/Gem1942.pdf,https://archive.org/details/uidaho_gem_1942,https://objects.lib.uidaho.edu/gem/spines/1942.jpg,gem-1942-highlight1.jpg;gem-1942-highlight2.jpg;gem-1942-highlight3.jpg;gem-1942-highlight4.jpg;gem-1942-highlight5.jpg,uidaho_gem_1942.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1942.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1942_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1942_sm.jpg
uidaho_gem_1943,Gem of the Mountains 1943,Volume 41,1943,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""To that far-flung battle-line where those are risking life itself who a few brief months ago trod these well-worn paths and shared our common University life, our thoughts reach out, trying, as it were, to remember that they are still a part of those of us who stay and of those of us so soon to join them."" (pdf page 25)",Carmelita (Guernsey) Spencer,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1943/,1943/Gem1943.pdf,https://archive.org/details/uidaho_gem_1943,https://objects.lib.uidaho.edu/gem/spines/1943.jpg,gem-1943-highlight1.jpg;gem-1943-highlight2.jpg;gem-1943-highlight3.jpg;gem-1943-highlight4.jpg;gem-1943-highlight5.jpg,uidaho_gem_1943.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1943.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1943_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1943_sm.jpg
uidaho_gem_1944,Gem of the Mountains 1944,Volume 42,1944,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Volume 42 GEM is a war-time product in keeping with war-time conditions. It faithfully records, in permanent form, a year at Idaho and merits the thanks of student body and alumni to its first 'all-girl' staff."" (pdf page 197)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1944/,1944/Gem1944.pdf,https://archive.org/details/uidaho_gem_1944,https://objects.lib.uidaho.edu/gem/spines/1944.jpg,gem-1944-highlight1.jpg;gem-1944-highlight2.jpg;gem-1944-highlight3.jpg;gem-1944-highlight4.jpg;gem-1944-highlight5.jpg,uidaho_gem_1944.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1944.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1944_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1944_sm.jpg
uidaho_gem_1945,Gem of the Mountains 1945,Volume 43,1945,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Idaho: where love rates feathers in your hair and cold baths according to tradition; leisure time includes between-class cups of coffee, firesides, and war activities."" (pdf page 98)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1945/,1945/Gem1945.pdf,https://archive.org/details/uidaho_gem_1945,https://objects.lib.uidaho.edu/gem/spines/1945.jpg,gem-1945-highlight1.jpg;gem-1945-highlight2.jpg;gem-1945-highlight3.jpg;gem-1945-highlight4.jpg;gem-1945-highlight5.jpg,uidaho_gem_1945.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1945.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1945_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1945_sm.jpg
uidaho_gem_1946,Gem of the Mountains 1946,Volume 44,1946,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""The Faculty Clubhouse is to the faculty what the Nest is to the students. ... Here they lesiurely discuss Darwin's Theory, world problems, the ninth hole of the golf course and their wives' hats."" (pdf page 21)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1946/,1946/Gem1946.pdf,https://archive.org/details/uidaho_gem_1946,https://objects.lib.uidaho.edu/gem/spines/1946.jpg,gem-1946-highlight1.jpg;gem-1946-highlight2.jpg;gem-1946-highlight3.jpg;gem-1946-highlight4.jpg;gem-1946-highlight5.jpg,uidaho_gem_1946.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1946.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1946_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1946_sm.jpg
uidaho_gem_1947,Gem of the Mountains 1947,Volume 45,1947,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Highlight of the festive ball was the drawing of a raffle by Willard Beitz. Prize for the winning number was a 1927 Model ""T"" Ford auto."" (pdf page 111)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1947/,1947/Gem1947.pdf,https://archive.org/details/uidaho_gem_1947,https://objects.lib.uidaho.edu/gem/spines/1947.jpg,gem-1947-highlight1.jpg;gem-1947-highlight2.jpg;gem-1947-highlight3.jpg;gem-1947-highlight4.jpg;gem-1947-highlight5.jpg,uidaho_gem_1947.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1947.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1947_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1947_sm.jpg
uidaho_gem_1948,Gem of the Mountains 1948,Volume 46,1948,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Having awakened late and resigned herself to two more grade cuts, our student stumbles to the Nest where quarts of coffee, endless cigarettes, and the hour from ll to 12 are consumed — and the third class is missed"" (pdf page 23)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1948/,1948/Gem1948.pdf,https://archive.org/details/uidaho_gem_1948,https://objects.lib.uidaho.edu/gem/spines/1948.jpg,gem-1948-highlight1.jpg;gem-1948-highlight2.jpg;gem-1948-highlight3.jpg;gem-1948-highlight4.jpg;gem-1948-highlight5.jpg,uidaho_gem_1948.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1948.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1948_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1948_sm.jpg
uidaho_gem_1949,Gem of the Mountains 1949,Volume 47,1949,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Cap'n ... the man with the big cigar, Ed McFAUL, was captain of the football team during his senior year. Noted for his ability to smoke four or five huge cheroots a day, Ed carried a lot of weight around the Kappa Sig house, being president of the house his junior year."" (pdf page 42)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1949/,1949/Gem1949.pdf,https://archive.org/details/uidaho_gem_1949,https://objects.lib.uidaho.edu/gem/spines/1949.jpg,gem-1949-highlight1.jpg;gem-1949-highlight2.jpg;gem-1949-highlight3.jpg;gem-1949-highlight4.jpg;gem-1949-highlight5.jpg,uidaho_gem_1949.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1949.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1949_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1949_sm.jpg
uidaho_gem_1950,Gem of the Mountains 1950,Volume 48,1950,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""How lovely it was to sit in the quiet dark with cement mixers and stacks of lumber around us, writing our dreams in the dust."" (page 85)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1950/,1950/Gem1950.pdf,https://archive.org/details/uidaho_gem_1950,https://objects.lib.uidaho.edu/gem/spines/1950.jpg,gem-1950-highlight1.jpg;gem-1950-highlight2.jpg;gem-1950-highlight3a.jpg;gem-1950-highlight3b.jpg;gem-1950-highlight4.jpg;gem-1950-highlight5.jpg,uidaho_gem_1950.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1950.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1950_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1950_sm.jpg
uidaho_gem_1951,Gem of the Mountains 1951,Volume 49,1951,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Great was the sorrow of the Forney gals when their 'be-loved' 'Hoo-rah' bushes got the axe. The, patience and fotitude reigned while girls 'camped out' in the halls during final week each semester, while new windows were installed."" (pdf page 168)",Ann (Royer) Lau,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1951/,1951/Gem1951.pdf,https://archive.org/details/uidaho_gem_1951,https://objects.lib.uidaho.edu/gem/spines/1951.jpg,gem-1951-highlight1.jpg;gem-1951-highlight2.jpg;gem-1951-highlight3.jpg;gem-1951-highlight4.jpg;gem-1951-highlight5.jpg,uidaho_gem_1951.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1951.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1951_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1951_sm.jpg
uidaho_gem_1952,Gem of the Mountains 1952,Volume 50,1952,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""well, the Pantie Raid craze had swept campuses all across the country ... Idaho was getting the fever ... seems the only thing to do was make it legal ..."" (pdf page 201)",Shirley Longeteig Strom,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1952/,1952/Gem1952.pdf,https://archive.org/details/uidaho_gem_1952,https://objects.lib.uidaho.edu/gem/spines/1952.jpg,gem-1952-highlight1.jpg;gem-1952-highlight2.jpg;gem-1952-highlight3.jpg;gem-1952-highlight4.jpg;gem-1952-highlight5.jpg,uidaho_gem_1952.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1952.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1952_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1952_sm.jpg
uidaho_gem_1953,Gem of the Mountains 1953,Volume 51,1953,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""You go buy and I'll collect the money."" (pdf page 30)",David Lau,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1953/,1953/Gem1953.pdf,https://archive.org/details/uidaho_gem_1953,https://objects.lib.uidaho.edu/gem/spines/1953.jpg,gem-1953-highlight1.jpg;gem-1953-highlight2.jpg;gem-1953-highlight3.jpg;gem-1953-highlight4.jpg;gem-1953-highlight5.jpg,uidaho_gem_1953.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1953.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1953_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1953_sm.jpg
